id,timestep,F_x,F_y,F_z,T_x,T_y,T_z
5,11,-1,2,60,-9,-5,0
5,12,-1,3,63,-12,-6,0
5,13,-1,0,52,-8,-2,0
5,14,-2,3,58,-13,-5,0
5,15,1,-2,59,-7,0,-1
6,1,-3,1,53,-10,-4,0
6,2,0,-2,65,-4,-1,0
6,3,-1,-1,56,-7,-3,0
6,4,0,-2,60,-6,0,0
6,5,-1,-1,57,-7,-4,0
6,6,-1,-1,56,-7,-3,0
6,7,-1,-1,61,-8,-5,0
6,8,-1,0,57,-6,-5,0
6,9,-2,-1,57,-7,-4,1
6,10,-1,0,53,-10,-5,-1
6,11,0,-2,70,-7,-5,0
6,12,-1,0,67,-10,-7,-1
6,13,0,-2,50,-3,-1,0
6,14,-1,-1,59,-9,-4,0
6,15,0,-2,61,-6,-1,0
7,1,2,0,69,-10,2,1
7,2,-2,1,58,-11,-4,0
7,3,-2,3,54,-12,-6,0
7,4,1,-1,62,-6,0,0
7,5,-1,1,63,-11,-3,-1
7,6,-1,0,50,-8,-1,-1
7,7,-1,0,60,-13,-5,0
7,8,-1,0,57,-11,-4,-1
7,9,-1,0,60,-8,-5,-1
7,10,-1,1,60,-8,-5,-1
7,11,1,0,60,-7,-1,0
7,12,-2,1,60,-12,-6,3
7,13,-1,0,63,-10,-3,1
7,14,-1,-1,54,-11,-3,0
7,15,0,-3,57,-5,1,0
8,1,-1,1,58,-11,-4,-1
8,2,0,0,64,-9,-3,0
8,3,0,0,61,-11,-2,0
8,4,-1,2,55,-13,-3,1
8,5,-1,1,51,-11,-4,0
8,6,0,3,58,-13,-4,0
8,7,-3,5,61,-18,-7,-1
8,8,2,1,69,-10,0,1
8,9,-1,1,61,-13,-5,-1
8,10,-2,3,57,-15,-6,-1
8,11,0,-2,57,-8,-4,1
8,12,-1,-2,58,-8,-4,1
8,13,-1,-1,56,-10,-3,0
8,14,0,0,57,-9,-4,0
8,15,-1,0,57,-9,-4,3
9,1,-1,-1,63,-3,-1,0
9,2,-1,-1,61,-2,-2,0
9,3,-1,-1,63,-3,0,0
9,4,-1,-1,64,-2,0,0
9,5,-1,-1,63,-2,-1,0
9,6,-1,-1,63,-3,0,0
9,7,-1,-1,63,-2,-1,0
9,8,-1,-1,63,-3,0,0
9,9,-1,-1,63,-3,-1,0
9,10,-1,-1,63,-3,0,0
9,11,0,0,63,-3,-1,0
9,12,-1,-1,63,-2,-1,0
9,13,-1,-1,63,-2,-1,0
9,14,-1,-1,64,-2,0,0
9,15,-1,-1,64,-3,-1,0
10,1,-1,-1,63,-3,0,0
10,2,-1,-1,63,-3,0,0
10,3,-1,-1,63,-2,-1,0
10,4,-2,1,52,-6,-3,0
10,5,1,-7,68,6,2,0
10,6,-1,-1,63,-5,-1,0
10,7,0,2,64,-5,1,0
10,8,-3,4,57,-8,-3,0
10,9,0,-3,65,1,0,0
10,10,0,-3,61,-1,-1,0
10,11,-1,0,57,-5,-3,0
10,12,0,-3,70,0,1,0
10,13,-2,2,58,-8,-4,-1
10,14,-1,0,70,-5,-2,-1
10,15,-1,0,64,-5,0,-1
11,1,1,-3,62,-1,2,0
11,2,-1,0,51,-3,-2,-1
11,3,1,0,70,-5,1,-1
11,4,-1,0,63,-7,-2,-1
11,5,0,1,63,-6,-2,-1
11,6,1,-4,66,1,-1,0
11,7,2,1,66,-5,0,0
11,8,-3,2,59,-7,-4,0
11,9,-1,0,61,-4,-3,-1
11,10,-2,0,63,-5,-6,1
11,11,-1,-1,60,-3,-5,0
11,12,1,-4,59,0,1,0
11,13,-1,-3,51,-1,-4,0
11,14,0,-3,69,-3,1,0
11,15,-2,2,60,-10,-5,0
12,1,0,-1,69,-4,2,-1
12,2,-3,4,60,-12,-4,0
12,3,0,0,69,-5,-1,0
12,4,-1,3,67,-11,-2,1
12,5,-2,2,61,-9,-5,0
12,6,0,-5,59,0,-1,0
12,7,0,-5,60,0,1,0
12,8,-2,1,57,-6,-3,0
12,9,-2,2,61,-9,-5,-1
12,10,-1,3,68,-9,-4,0
12,11,-2,4,60,-10,-5,0
12,12,1,2,66,-10,1,-1
12,13,-1,-1,58,-5,2,0
12,14,1,-4,52,0,4,0
12,15,-1,-2,54,-3,-3,-1
13,1,1,-2,57,-4,0,-1
13,2,-1,0,64,-9,-2,0
13,3,-1,1,66,-8,-2,-1
13,4,-2,2,64,-11,-6,-1
13,5,0,1,60,-6,-1,-1
13,6,-1,-1,56,-6,-3,0
13,7,0,-1,59,-4,-5,-1
13,8,1,-2,64,-7,-2,-1
13,9,-2,1,59,-8,-6,0
13,10,1,-2,63,-4,-1,0
13,11,-1,-1,47,-3,-2,0
13,12,1,-4,59,0,2,0
13,13,-1,-3,64,-4,-6,0
13,14,0,-2,60,-4,-1,0
13,15,0,-1,60,-6,0,-1
14,1,-1,1,67,-9,-4,-1
14,2,1,-1,64,-5,-1,-1
14,3,1,-1,72,-6,-2,0
14,4,-1,1,58,-11,-4,-1
14,5,0,-3,58,-5,1,0
14,6,-1,2,58,-9,-4,0
14,7,-2,1,57,-9,-3,0
14,8,-1,-1,61,-5,0,0
14,9,0,1,61,-9,-1,-1
14,10,-2,4,54,-10,-4,0
14,11,-2,3,60,-11,-6,0
14,12,1,-1,69,-8,0,0
14,13,-3,2,58,-11,-5,1
14,14,-2,2,67,-11,-7,0
14,15,-1,0,65,-9,-3,-1
15,1,0,2,67,-11,-3,0
15,2,-1,0,56,-7,-3,-1
15,3,-1,1,65,-10,-6,-1
15,4,-1,3,63,-13,-6,0
15,5,-2,2,59,-8,-4,0
15,6,-1,-1,60,-5,-5,0
15,7,-2,2,61,-13,-5,0
15,8,0,1,56,-8,-3,-1
15,9,-1,1,56,-8,-3,0
15,10,-2,1,56,-10,-3,0
15,11,-1,0,59,-9,-4,0
15,12,-1,0,57,-9,-4,-1
15,13,-1,0,59,-11,-4,-1
15,14,-2,2,54,-10,-5,1
15,15,-3,2,50,-13,-6,-1
16,1,-1,1,58,-8,-4,1
16,2,-2,0,57,-7,-3,1
16,3,0,0,63,-11,-6,0
16,4,-2,-1,64,-9,-6,1
16,5,-2,0,54,-9,-5,1
16,6,-1,-1,57,-9,-4,0
16,7,-2,2,58,-10,-5,1
16,8,0,-3,63,-7,-1,0
16,9,-1,0,57,-8,-3,1
16,10,0,0,60,-10,-5,0
16,11,-1,1,56,-10,-3,0
16,12,0,0,55,-8,-3,2
16,13,-1,-1,50,-7,-2,-1
16,14,-1,-2,57,-6,-4,0
16,15,0,2,63,-12,-2,1
17,1,1,0,60,-8,1,1
17,2,-1,1,57,-12,-3,-1
17,3,-1,1,53,-12,-6,-1
17,4,-1,1,60,-11,-5,-1
17,5,-1,3,53,-12,-2,1
17,6,-1,1,57,-12,-5,-1
17,7,1,-2,68,-12,-2,-1
17,8,-1,-2,59,-8,-1,0
17,9,-2,3,56,-15,-6,0
17,10,1,-2,60,-6,2,0
17,11,0,1,60,-14,-5,0
17,12,-1,2,57,-13,-4,-2
17,13,-1,1,58,-11,-4,-1
17,14,-1,2,58,-12,-4,0
17,15,-1,2,57,-13,-4,0
18,1,24,53,79,-200,109,2
18,2,69,14,48,-40,100,0
18,3,15,-14,55,24,11,2
18,4,-9,-20,62,19,-16,2
18,5,11,-8,53,6,13,0
18,6,10,2,66,-6,13,0
18,7,-8,4,68,-10,-8,1
18,8,-12,5,58,-10,-18,1
18,9,1,6,59,-11,1,0
18,10,3,3,64,-9,4,0
18,11,-2,1,71,-6,-3,0
18,12,2,1,59,-6,3,0
18,13,1,2,63,-7,-1,0
18,14,-3,-1,61,-4,-5,-1
18,15,-3,-2,64,-3,-5,-1
19,1,185,105,118,-180,374,12
19,2,-10,5,75,-36,34,-2
19,3,-1,-4,43,1,-8,0
19,4,-10,-2,64,3,-19,0
19,5,0,-2,66,1,0,0
19,6,0,1,58,-5,2,-1
19,7,0,-5,61,2,-2,1
19,8,0,-4,57,1,-4,0
19,9,-1,-1,59,-1,-4,0
19,10,-1,1,64,-5,-6,1
19,11,0,0,67,-6,-3,0
19,12,-4,0,61,-5,-7,0
19,13,-3,1,60,-6,-4,0
19,14,-1,0,57,-4,-4,-1
19,15,1,1,65,-6,2,0
20,1,-21,-50,46,-180,266,98
20,2,-119,2,146,5,-115,-14
20,3,-38,-10,43,-8,-27,-4
20,4,3,9,66,-5,-3,-2
20,5,5,12,59,-16,11,1
20,6,-9,2,73,-2,-13,0
20,7,0,-4,51,5,-2,0
20,8,13,-3,66,3,18,0
20,9,8,-1,66,1,12,1
20,10,-5,0,54,-1,-7,0
20,11,-3,-1,63,1,-5,-1
20,12,-7,-2,65,3,-8,0
20,13,-1,-1,61,2,-1,0
20,14,-1,1,65,-2,-3,0
20,15,4,1,64,-2,7,1
21,1,112,-54,85,-77,284,-3
21,2,-5,-36,56,123,-115,-29
21,3,5,-24,74,50,-19,-2
21,4,7,-12,65,5,26,1
21,5,-2,-7,57,11,-3,0
21,6,-4,5,66,-7,-8,0
21,7,-2,4,57,-2,0,0
21,8,-4,4,65,-8,-6,0
21,9,-3,3,52,-3,-3,1
21,10,-2,3,57,-3,-1,0
21,11,1,1,64,1,2,1
21,12,1,1,60,-1,3,0
21,13,0,0,56,0,3,0
21,14,-1,2,63,-3,-1,-1
21,15,-1,4,59,-2,-1,1
22,1,95,-4,38,125,111,-4
22,2,17,9,43,-18,48,-4
22,3,-29,-6,55,6,-45,4
22,4,-8,11,68,-17,-8,6
22,5,9,13,61,-18,14,6
22,6,-10,6,68,-9,-15,0
22,7,-8,3,74,-4,-10,0
22,8,3,4,65,-8,6,1
22,9,8,4,61,-6,11,0
22,10,4,-1,59,1,5,0
22,11,-3,0,61,0,-5,-1
22,12,-2,0,67,0,-7,1
22,13,-3,3,59,-5,-4,0
22,14,-3,0,67,-2,-7,1
22,15,-3,3,64,-7,-6,1
23,1,-127,83,69,-71,-148,-53
23,2,-134,53,108,-59,-173,-23
23,3,-49,54,79,-75,-60,8
23,4,-15,53,74,-67,-8,1
23,5,-7,31,75,-40,-12,-10
23,6,-14,15,60,-15,-20,-6
23,7,-4,9,51,-15,-2,11
23,8,8,7,58,-11,12,2
23,9,6,-1,63,0,9,-6
23,10,-1,2,52,-5,-2,-5
23,11,-4,1,59,-6,-7,5
23,12,-1,1,52,-2,-2,2
23,13,3,0,66,-2,1,-4
23,14,1,1,60,-3,2,-2
23,15,0,1,64,-4,1,4
24,1,-72,-24,84,120,-196,-15
24,2,-26,-10,37,12,-50,-3
24,3,-30,-17,67,16,-40,-4
24,4,0,-3,50,-1,-10,0
24,5,0,-3,53,-2,-1,-3
24,6,-5,-1,60,-6,-11,-1
24,7,0,-3,64,-3,-4,-1
24,8,6,-4,57,-1,4,0
24,9,5,-5,59,-2,5,-1
24,10,-2,-4,64,-1,-7,0
24,11,-1,-3,58,-3,-5,0
24,12,0,0,60,-9,-3,0
24,13,1,-1,53,-4,-4,-2
24,14,0,0,59,-6,-3,0
24,15,1,1,59,-10,-2,0
25,1,-133,-34,18,21,131,-41
25,2,21,6,79,-36,59,-2
25,3,14,17,69,-45,13,-5
25,4,6,1,56,-5,7,7
25,5,15,-3,51,0,17,-2
25,6,10,-4,52,-2,8,-3
25,7,5,-6,63,2,3,1
25,8,0,-4,61,-1,-3,-2
25,9,-1,-1,61,-5,-6,-1
25,10,-1,1,61,-10,-6,-1
25,11,1,0,66,-10,-4,1
25,12,1,-3,59,-3,-2,0
25,13,-1,2,59,-12,-6,0
25,14,0,1,58,-9,-5,-1
25,15,0,0,60,-8,-6,-1
26,1,-10,-2,27,-17,8,3
26,2,22,-4,61,-6,28,1
26,3,22,4,62,-12,24,1
26,4,11,-5,55,-1,10,0
26,5,3,-13,61,10,-1,1
26,6,6,-8,57,5,4,0
26,7,8,-3,57,-1,9,1
26,8,0,-5,60,-1,-4,0
26,9,-5,-4,57,-4,-11,1
26,10,-4,-3,66,-2,-8,-1
26,11,1,0,59,-9,-6,-1
26,12,-3,6,64,-21,-17,-3
26,13,3,0,59,-8,-3,0
26,14,-2,0,60,-9,-7,1
26,15,-2,2,61,-12,-6,0
27,1,5,23,157,-186,179,2
27,2,-25,8,93,-46,25,-5
27,3,-16,-8,56,19,-54,1
27,4,1,-1,50,-5,-8,-1
27,5,0,2,55,-10,3,0
27,6,-5,-2,60,-4,-11,0
27,7,-1,-6,58,1,-5,0
27,8,5,-4,64,-4,2,-2
27,9,6,-5,63,-1,2,0
27,10,-1,-3,58,-2,-5,0
27,11,-1,-4,57,-2,-6,-2
27,12,0,-4,61,-4,-6,0
27,13,2,-5,66,-3,0,0
27,14,1,-2,53,-4,-4,-1
27,15,1,-3,51,-2,-3,0
28,1,-14,-10,52,15,-77,0
28,2,-22,-14,47,8,-31,2
28,3,-3,9,62,-23,-1,-1
28,4,0,8,59,-19,-1,-1
28,5,-10,4,60,-13,-16,0
28,6,-1,4,57,-13,-3,-2
28,7,2,6,66,-15,1,0
28,8,1,4,57,-12,2,0
28,9,-1,2,53,-8,-5,0
28,10,-3,-1,57,-5,-7,-1
28,11,0,1,68,-8,-2,-1
28,12,-1,2,57,-10,-6,-1
28,13,-1,0,67,-9,-6,0
28,14,1,1,61,-9,-3,-1
28,15,1,0,65,-9,-2,-1
29,1,8,-17,50,16,-1,-2
29,2,2,-25,55,22,-1,-1
29,3,10,-17,50,18,9,-2
29,4,3,-17,60,11,3,-2
29,5,7,-10,65,8,7,1
29,6,1,-9,56,1,-1,0
29,7,3,-12,59,10,3,-1
29,8,3,-5,58,-1,2,0
29,9,0,-8,63,2,-3,0
29,10,1,-2,56,-5,-1,0
29,11,-1,-2,56,-4,-5,-2
29,12,1,0,61,-7,-2,0
29,13,0,0,57,-8,-6,-1
29,14,-1,0,49,-9,-3,-1
29,15,-1,3,63,-11,-3,-1
30,1,3,-33,32,41,2,-1
30,2,9,-25,54,26,7,0
30,3,7,-12,44,-2,11,-1
30,4,3,-16,54,12,2,1
30,5,1,-17,56,12,1,1
30,6,2,-9,65,3,-2,-1
30,7,3,-5,53,-3,3,1
30,8,4,-7,56,-2,-1,-1
30,9,2,-9,49,3,2,0
30,10,2,-8,55,-1,-4,-2
30,11,2,-6,59,-3,-2,-1
30,12,2,-5,53,-3,-1,0
30,13,2,-3,46,-8,-3,0
30,14,1,-2,59,-4,-2,-1
30,15,0,-2,54,-11,-5,0
31,1,2,-3,70,-3,-1,0
31,2,0,7,69,-21,14,-15
31,3,-20,-7,52,9,-41,0
31,4,0,-2,63,-7,3,0
31,5,2,0,62,-6,2,-1
31,6,-3,0,57,-6,-5,-1
31,7,-2,-1,54,-4,-7,0
31,8,3,-5,54,0,3,-1
31,9,4,-3,63,-5,3,-1
31,10,1,-3,63,-3,0,0
31,11,-1,-3,59,-3,-7,-1
31,12,1,-3,60,-3,0,0
31,13,0,0,60,-8,-1,0
31,14,-1,0,57,-8,-6,-1
31,15,-1,1,58,-9,-3,0
32,1,4,-14,59,82,-85,13
32,2,32,7,47,-32,59,3
32,3,-2,2,72,-1,-16,1
32,4,-1,2,59,-15,-1,0
32,5,-1,3,58,-12,-2,1
32,6,1,3,67,-10,-4,1
32,7,-4,6,63,-15,-7,-1
32,8,-5,4,61,-14,-10,0
32,9,1,4,66,-14,-3,-1
32,10,2,2,65,-10,-1,-1
32,11,0,3,63,-13,0,-2
32,12,-2,5,57,-13,-6,-1
32,13,-1,1,65,-10,-4,0
32,14,-1,2,65,-11,-4,0
32,15,-1,0,59,-8,-7,0
33,1,71,51,5,686,494,-137
33,2,21,37,115,-85,55,-4
33,3,63,-9,6,-34,159,-10
33,4,13,-17,73,23,14,-2
33,5,0,-11,52,12,-13,0
33,6,8,-10,64,10,9,1
33,7,6,-4,57,-2,5,0
33,8,-3,-2,72,-7,-5,1
33,9,-8,1,53,-9,-15,-1
33,10,-1,6,74,-16,-4,-1
33,11,3,4,65,-11,1,0
33,12,1,3,62,-11,-1,-1
33,13,-1,0,60,-8,-7,0
33,14,-1,0,59,-8,-7,0
33,15,1,-2,65,-5,0,0
34,1,-93,76,80,-123,-151,-1
34,2,-20,63,62,-108,-30,-1
34,3,11,44,57,-64,15,-1
34,4,11,16,66,-27,7,0
34,5,0,0,58,-8,-4,0
34,6,3,-2,61,-7,-1,0
34,7,8,-3,63,-5,8,-1
34,8,7,1,59,-11,7,1
34,9,-3,0,59,-9,-9,-1
34,10,-6,2,57,-13,-13,-1
34,11,-2,4,74,-17,-7,0
34,12,3,6,59,-17,2,0
34,13,2,4,59,-14,1,-1
34,14,-1,2,61,-11,-3,-1
34,15,-2,1,64,-10,-6,0
35,1,-8,20,-5,-26,-10,-1
35,2,-10,22,-4,-22,-9,-2
35,3,-10,17,-4,-16,-10,-1
35,4,-9,15,0,-11,-6,0
35,5,-3,19,-21,12,21,-2
35,6,-38,130,-786,191,315,29
35,7,-30,139,-1235,472,601,39
35,8,-31,31,-39,-11,-3,3
35,9,-14,18,-21,24,22,8
35,10,-3,14,5,6,5,-4
35,11,-6,8,3,12,4,-1
35,12,-3,3,4,16,6,-2
35,13,0,5,10,17,6,-3
35,14,-3,5,10,14,2,-2
35,15,-3,3,10,16,4,-3
36,1,11,-3,-301,-267,-88,-16
36,2,28,-103,-826,-278,-237,6
36,3,46,-217,-1218,-147,-345,40
36,4,17,-95,-621,-164,-226,40
36,5,-6,10,-77,-103,-56,-6
36,6,-5,13,-104,-129,-60,-1
36,7,1,6,-112,-142,-66,-2
36,8,1,5,-111,-146,-58,-5
36,9,3,4,-113,-146,-54,-4
36,10,3,4,-115,-143,-58,-4
36,11,1,3,-116,-145,-61,-5
36,12,2,3,-119,-149,-62,-5
36,13,2,3,-118,-150,-60,-5
36,14,2,3,-117,-148,-58,-5
36,15,2,3,-118,-148,-58,-5
37,1,5,-4,-345,-185,0,0
37,2,-21,-59,-1162,-239,2,-5
37,3,-22,-106,-1360,-82,27,1
37,4,8,-46,100,52,-6,-9
37,5,1,-38,38,49,1,-1
37,6,13,-13,56,7,17,-2
37,7,3,-13,54,8,1,-1
37,8,1,-9,58,5,-1,-1
37,9,4,-5,60,-1,3,-1
37,10,2,-4,61,-3,1,-1
37,11,-2,-1,58,-7,-6,-2
37,12,-4,0,60,-8,-9,-1
37,13,-3,0,59,-9,-6,-1
37,14,-1,1,61,-8,-4,-1
37,15,1,0,60,-8,-2,-1
38,1,-6,15,-414,-53,16,-5
38,2,-38,14,-1357,-192,71,-9
38,3,4,-3,-90,-28,-20,12
38,4,11,-2,73,-4,22,-2
38,5,4,-4,42,-4,2,0
38,6,7,-17,61,13,6,0
38,7,7,-6,54,0,7,-1
38,8,1,-9,57,3,-1,-1
38,9,-2,-12,58,6,-6,-2
38,10,-1,-11,53,5,-5,-1
38,11,2,-11,58,4,-1,-1
38,12,3,-8,58,0,0,-2
38,13,1,-7,57,0,-2,-1
38,14,1,-4,57,-4,-2,-2
38,15,3,-3,58,-5,1,-2
39,1,-31,0,-398,-259,4,25
39,2,-80,-63,-987,-286,57,20
39,3,-88,-121,-1299,-229,137,1
39,4,20,40,-45,-54,24,-4
39,5,0,27,30,-51,-10,-5
39,6,-9,9,49,-27,-6,-2
39,7,-3,5,49,-25,-3,-2
39,8,2,3,46,-21,3,-2
39,9,1,-1,39,-19,3,-2
39,10,0,-2,38,-17,-1,0
39,11,1,-3,38,-18,2,-1
39,12,1,-3,38,-19,4,-1
39,13,0,-2,38,-19,0,0
39,14,-1,1,43,-18,-1,0
39,15,-1,2,46,-19,-2,-1
40,1,0,2,50,-13,-4,-1
40,2,0,0,58,-8,-3,-2
40,3,0,0,67,-11,-3,-1
40,4,0,-1,52,-7,-4,-1
40,5,0,0,56,-8,-6,-2
40,6,-1,1,64,-11,-5,-1
40,7,0,0,68,-9,-5,-1
40,8,-1,3,59,-16,-8,-1
40,9,0,0,68,-13,-4,-1
40,10,-1,1,59,-11,-3,-1
40,11,0,0,56,-11,-6,-2
40,12,-1,2,60,-13,-3,-2
40,13,0,3,61,-15,-3,-1
40,14,-1,3,63,-16,-8,-1
40,15,-1,2,64,-14,-5,-1
41,1,-20,55,-918,-90,-77,-6
41,2,-26,76,-1352,-127,-96,-9
41,3,4,9,54,-25,2,-4
41,4,-5,-7,62,0,-13,0
41,5,-5,12,53,-22,-9,-2
41,6,-7,6,57,-16,-13,-1
41,7,-3,3,58,-15,-7,-1
41,8,2,5,56,-18,0,-1
41,9,2,6,58,-17,-2,-1
41,10,0,6,57,-18,-3,-1
41,11,-2,3,57,-14,-6,-1
41,12,-1,2,57,-13,-6,-1
41,13,-1,1,54,-12,-5,-1
41,14,-1,1,56,-11,-6,-1
41,15,-2,0,57,-11,-6,-1
42,1,0,2,61,-12,-2,5
42,2,-1,0,60,-6,-3,0
42,3,-1,1,53,-8,-5,3
42,4,1,-2,66,-6,-2,-1
42,5,1,-1,60,-9,-3,-1
42,6,0,0,64,-9,-1,-1
42,7,0,0,57,-8,-4,-1
42,8,-1,1,64,-12,-4,-1
42,9,-1,1,66,-9,-4,-1
42,10,0,1,66,-13,-5,-1
42,11,-1,1,59,-12,-4,-1
42,12,-1,1,66,-12,-5,0
42,13,0,1,65,-12,-3,-2
42,14,1,1,63,-10,-2,-1
42,15,-1,0,64,-9,-5,-1
43,1,-35,17,-1029,-232,27,1
43,2,-45,31,-1395,-151,12,-11
43,3,10,-20,22,12,9,-1
43,4,-1,-24,62,20,-9,0
43,5,1,2,51,-13,-4,-2
43,6,-1,-4,59,-5,-7,0
43,7,1,1,56,-12,-4,-2
43,8,4,4,58,-15,3,-1
43,9,3,4,62,-16,0,-1
43,10,0,8,57,-19,-6,-1
43,11,-4,8,60,-20,-9,-1
43,12,-4,7,59,-18,-8,-1
43,13,-3,6,59,-17,-6,-1
43,14,-2,5,58,-17,-6,-1
43,15,-2,4,59,-16,-6,-1
44,1,1,0,57,8,5,7
44,2,-1,0,54,11,6,8
44,3,-11,38,-364,207,62,4
44,4,-77,175,-1133,383,-14,-25
44,5,-90,142,-1130,523,-21,-36
44,6,-37,59,-127,22,25,33
44,7,-2,6,-53,86,18,3
44,8,4,2,-17,53,38,10
44,9,3,1,-15,53,30,7
44,10,3,2,-23,56,33,10
44,11,4,5,-36,61,38,12
44,12,2,5,-36,60,37,10
44,13,3,4,-27,59,34,10
44,14,2,2,-20,58,33,9
44,15,3,2,-21,59,32,9
45,1,-6,27,-288,140,23,-2
45,2,-80,162,-1077,385,-38,-33
45,3,-102,158,-1264,543,-43,-43
45,4,64,-61,-95,142,91,15
45,5,-2,3,-67,93,45,22
45,6,7,6,-90,111,37,-1
45,7,5,6,-101,112,47,7
45,8,4,6,-108,116,49,8
45,9,2,3,-97,114,45,7
45,10,3,2,-93,110,45,7
45,11,4,2,-91,109,48,7
45,12,5,4,-97,109,52,10
45,13,5,5,-100,110,53,9
45,14,4,4,-99,108,53,10
45,15,5,5,-97,109,53,9
46,1,-13,-12,-558,-450,-108,21
46,2,-19,-69,-738,-430,-128,23
46,3,-20,-148,-923,-396,-156,36
46,4,-32,-176,-1168,-495,-210,52
46,5,-36,-192,-1286,-560,-232,55
46,6,27,-68,-588,-331,-39,17
46,7,-6,-72,-588,-378,-65,2
46,8,1,-35,-603,-403,-68,13
46,9,3,-48,-581,-381,-52,6
46,10,1,-46,-598,-397,-57,6
46,11,2,-49,-590,-390,-64,10
46,12,2,-46,-594,-393,-60,8
46,13,2,-47,-584,-387,-56,8
46,14,2,-45,-586,-386,-58,8
46,15,1,-45,-581,-383,-59,8
47,1,3,-10,-7,-44,1,5
47,2,-1,-86,-628,-338,-98,16
47,3,-35,-79,-685,-418,-206,46
47,4,-60,-113,-800,-453,-302,76
47,5,-78,-159,-1032,-535,-395,104
47,6,-92,-195,-1274,-672,-468,123
47,7,-66,-110,-614,-340,-284,83
47,8,27,-38,-640,-498,-38,3
47,9,4,-44,-654,-476,-88,9
47,10,11,-50,-606,-445,-70,3
47,11,13,-63,-598,-425,-63,2
47,12,11,-58,-601,-429,-64,3
47,13,10,-53,-595,-425,-63,3
47,14,10,-56,-599,-427,-65,3
47,15,10,-57,-599,-426,-67,4
48,1,-1,-86,-628,-338,-98,16
48,2,-35,-79,-685,-418,-206,46
48,3,-78,-159,-1032,-535,-395,104
48,4,-60,-113,-800,-453,-302,76
48,5,-92,-195,-1274,-672,-468,123
48,6,-66,-110,-614,-340,-284,83
48,7,27,-38,-640,-498,-38,3
48,8,4,-44,-654,-476,-88,9
48,9,11,-50,-606,-445,-70,3
48,10,13,-63,-598,-425,-63,2
48,11,11,-58,-601,-429,-64,3
